,score
98130,-3.0
98139,-9.0
98142,-3.0
98144,-5.0
98145,-2.0
98147,-4.0
98156,-9.0
98165,-4.0
98169,-7.0
98174,-2.0
98180,-1.0
98201,-3.0
98209,-1.0
98221,-2.0
98236,-2.0
98291,-4.0
98341,-3.0
98342,-6.0
98372,-3.0
98386,-2.0
98406,-3.0
98407,-1.0
98409,-3.0
98435,-4.0
98442,-4.0
98443,-2.0
98448,-2.0
98449,-1.0
98464,-5.0
98465,-5.0
98468,-2.0
98476,-5.0
98477,-3.0
98487,-1.0
98500,-1.0
98525,-3.0
98531,-2.0
98534,-7.0
98601,-2.0
98602,-1.0
98620,-1.0
98644,-2.0
98645,-2.0
98676,-2.0
98677,-2.0
98701,-1.0
98712,-2.0
98713,-2.0
98750,-2.0
98751,-2.0
98808,-3.0
98886,-3.0
98892,-2.0
98977,-3.0
99012,-4.0
99017,-2.0
99020,-4.0
99022,-6.0
99030,-4.0
99041,-1.0
99047,-2.0
99048,-6.0
99053,-7.0
99054,-1.0
99063,-4.0
99068,-1.0
99069,-2.0
99083,-2.0
99085,-4.0
99088,-2.0
99090,-2.0
99104,-1.0
99109,-2.0
99111,-5.0
99112,-2.0
99114,-6.0
